age,revenu_mensuel,nombre_experiences_precedentes,annee_experience_totale,annees_dans_l_entreprise,annees_dans_le_poste_actuel,satisfaction_employee_environnement,note_evaluation_precedente,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,heure_supplementaires,augementation_salaire_precedente,nombre_participation_pee,nb_formations_suivies,distance_domicile_travail,niveau_education,frequence_deplacement,annees_depuis_la_derniere_promotion,note_evaluation_variation,satisfaction_moyenne,evaluation_satisfaction,ratio_satisfaction_anciennete,risque_burnout,salaire_moyen_poste,salaire_moyen_poste_departement,ratio_salaire_moyen_poste_departement,non_satisfait_sous_paye,mobilite_interne,stagnation_ratio,genre_F,genre_M,statut_marital_Célibataire,statut_marital_Divorcé(e),statut_marital_Marié(e),departement_Commercial,departement_Consulting,departement_Ressources Humaines,poste_Assistant de Direction,poste_Cadre Commercial,poste_Consultant,poste_Directeur Technique,poste_Manager,poste_Représentant Commercial,poste_Ressources Humaines,poste_Senior Manager,poste_Tech Lead,domaine_etude_Autre,domaine_etude_Entrepreunariat,domaine_etude_Infra & Cloud,domaine_etude_Marketing,domaine_etude_Ressources Humaines,domaine_etude_Transformation Digitale
18,1200,1,0,0,0,4,2,3,1,3,0,12,0,2,10,3,1,0,1,2.75,1,2.75,0,2626.0,2626.0,0.456968773800457,0,0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
28,5661,0,9,8,3,2,4,1,3,3,0,19,0,2,16,2,1,0,-1,2.25,0,0.25,0,7528.763358778626,7528.763358778626,0.7519163148353186,1,5,0.3333333333333333,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,6929,4,10,8,7,2,4,4,2,2,0,11,1,3,7,3,1,7,-1,2.5,0,0.2777777777777778,0,6924.2791411042945,6924.2791411042945,1.0006817834462625,0,1,0.7777777777777778,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
39,9613,0,19,18,10,3,4,4,1,2,0,17,3,5,1,3,1,3,-1,2.5,0,0.13157894736842105,0,7528.763358778626,7528.763358778626,1.2768365190800066,0,8,0.5263157894736842,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
36,5674,7,11,9,8,2,3,2,3,3,0,15,1,3,24,4,0,0,0,2.5,0,0.25,0,3237.169884169884,3237.169884169884,1.7527655955736159,0,1,0.8,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
32,5484,1,13,13,8,4,2,3,3,2,0,14,1,3,7,3,1,4,1,3.0,1,0.21428571428571427,0,6924.2791411042945,6924.2791411042945,0.791995800320292,0,5,0.5714285714285714,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
38,12061,3,19,10,8,1,2,2,3,3,0,17,1,2,25,2,1,0,1,2.25,0,0.20454545454545456,0,16033.55,16033.55,0.7522351569053641,1,2,0.7272727272727273,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
58,5660,2,12,5,3,4,1,3,4,3,1,13,1,2,1,4,0,1,2,3.5,1,0.5833333333333334,0,7528.763358778626,7528.763358778626,0.7517834908969976,0,2,0.5,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
31,4821,0,6,5,2,3,3,4,3,3,1,12,1,4,5,4,1,0,0,3.25,0,0.5416666666666666,0,3239.972602739726,3239.972602739726,1.4879755452016337,0,3,0.3333333333333333,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
31,6410,3,9,2,2,1,2,1,4,3,0,12,0,1,2,3,1,1,1,2.25,0,0.75,0,4235.75,4235.75,1.5133093312872572,0,0,0.6666666666666666,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
45,5210,1,24,24,9,1,3,1,1,3,0,18,1,2,7,3,2,9,0,1.5,0,0.06,0,3237.169884169884,3237.169884169884,1.6094305169084488,0,15,0.36,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
31,2695,0,3,2,2,3,3,4,2,1,1,18,1,2,2,4,1,2,0,2.5,0,0.8333333333333334,0,3239.972602739726,3239.972602739726,0.8317971570874099,0,0,0.6666666666666666,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
33,11878,6,12,10,6,4,3,2,2,3,0,11,2,2,5,4,2,8,0,2.75,0,0.25,0,17181.676470588234,17130.333333333332,0.6933898931719562,0,4,0.5454545454545454,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
39,17068,1,21,21,9,3,3,1,4,3,1,14,0,3,10,1,1,11,0,2.75,0,0.125,0,17181.676470588234,17130.333333333332,0.9963612305656633,0,12,0.4090909090909091,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
43,2455,0,9,8,7,3,3,4,1,3,0,19,0,5,10,4,2,1,0,2.75,0,0.3055555555555556,0,3237.169884169884,3237.169884169884,0.7583784873340196,0,1,0.7777777777777778,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
49,13964,7,25,7,1,3,2,3,4,3,1,12,0,2,1,2,1,0,1,3.25,1,0.40625,0,7528.763358778626,7528.763358778626,1.8547534747147834,0,6,0.125,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
52,4941,2,11,8,2,3,2,2,1,2,0,15,0,3,8,4,1,7,1,2.0,0,0.2222222222222222,0,3239.972602739726,3239.972602739726,1.5250128954244497,0,6,0.2222222222222222,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
27,2478,1,4,4,3,3,3,2,2,2,1,12,0,2,5,3,1,1,0,2.25,0,0.45,1,3239.972602739726,3239.972602739726,0.7648212821011509,1,1,0.6,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
32,5228,1,13,13,12,3,2,2,4,3,1,11,0,2,8,2,1,11,1,3.0,1,0.21428571428571427,0,6924.2791411042945,6924.2791411042945,0.7550244427561063,0,1,0.8571428571428571,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
27,4478,1,5,5,4,4,3,3,1,3,1,11,0,3,2,3,1,0,0,2.75,0,0.4583333333333333,0,6924.2791411042945,6924.2791411042945,0.6467099186422808,0,1,0.6666666666666666,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
31,7547,4,13,7,7,4,3,4,4,3,0,12,3,3,7,3,1,1,0,3.75,0,0.46875,0,6924.2791411042945,6924.2791411042945,1.0899329513160547,0,0,0.875,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
32,5055,7,10,7,7,1,4,4,3,2,0,16,0,0,2,4,1,0,-1,2.5,0,0.3125,0,3239.972602739726,3239.972602739726,1.560198378136125,0,0,0.875,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
28,3464,5,5,3,2,1,1,4,4,2,1,13,0,4,2,4,1,2,2,2.75,1,0.6875,0,3239.972602739726,3239.972602739726,1.0691448430986226,0,1,0.5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
30,5775,1,11,10,8,4,3,4,4,3,0,13,2,2,28,2,1,1,0,3.75,0,0.3409090909090909,0,3239.972602739726,3239.972602739726,1.782422479473021,0,2,0.7272727272727273,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,8943,1,10,10,9,3,2,3,1,3,0,24,1,2,7,2,2,8,2,2.5,1,0.22727272727272727,0,7295.137931034483,7295.137931034483,1.225884977713073,0,1,0.8181818181818182,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
39,19272,1,21,21,9,3,2,4,1,3,0,15,1,2,7,2,2,13,1,2.75,1,0.125,0,17181.676470588234,17130.333333333332,1.1250218909925864,0,12,0.4090909090909091,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
39,5238,4,12,1,0,4,3,3,1,2,1,18,0,3,3,2,1,0,0,2.5,0,1.25,0,6924.2791411042945,6924.2791411042945,0.7564686364109573,0,1,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
33,4682,3,9,7,7,2,2,4,3,2,0,14,0,6,10,3,2,0,1,2.75,1,0.34375,0,6924.2791411042945,6924.2791411042945,0.6761714692012413,0,0,0.875,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
47,18300,4,21,3,2,4,3,3,2,3,0,11,1,2,5,5,1,1,0,3.0,0,0.75,0,16033.55,16033.55,1.141356717632714,0,1,0.5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
43,5257,1,9,9,7,3,2,3,2,4,0,11,1,3,10,4,2,0,1,3.0,1,0.3,0,3237.169884169884,3237.169884169884,1.6239493718594464,0,2,0.7,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
27,6349,0,6,5,4,3,3,2,4,3,1,13,1,0,1,1,0,1,0,3.0,0,0.5,0,6924.2791411042945,6924.2791411042945,0.9169185514649041,0,1,0.6666666666666666,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
54,4869,3,20,4,3,4,3,3,4,2,0,12,0,4,20,4,2,0,0,3.25,0,0.65,0,3239.972602739726,3239.972602739726,1.50279048529076,0,1,0.6,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
43,9985,8,10,1,0,3,3,1,1,2,0,16,1,1,7,3,1,0,0,1.75,0,0.875,0,7528.763358778626,7528.763358778626,1.3262470241354276,0,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
45,3697,9,12,10,9,4,3,4,1,3,0,14,2,3,8,4,1,9,0,3.0,0,0.2727272727272727,0,3239.972602739726,3239.972602739726,1.1410590314479236,0,1,0.8181818181818182,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
40,7457,2,6,4,3,2,1,4,3,2,1,22,3,2,1,2,1,0,3,2.75,1,0.55,0,6924.2791411042945,6924.2791411042945,1.0769352084223955,0,1,0.6,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
29,2119,1,7,7,7,2,1,1,4,2,1,11,0,4,8,4,1,0,2,2.25,0,0.28125,1,3237.169884169884,3237.169884169884,0.6545841200247607,1,0,0.875,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
29,3983,0,4,3,2,2,2,4,3,3,0,17,0,2,9,5,1,2,1,3.0,1,0.75,0,3237.169884169884,3237.169884169884,1.230395729145173,0,1,0.5,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
30,6118,1,10,10,9,4,2,3,3,3,0,13,3,2,5,3,1,1,1,3.25,1,0.29545454545454547,0,6924.2791411042945,6924.2791411042945,0.8835576780378458,0,1,0.8181818181818182,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
27,6214,1,8,8,7,2,3,2,1,3,0,18,1,3,8,4,1,0,0,2.0,0,0.2222222222222222,0,6924.2791411042945,6924.2791411042945,0.8974219371244155,1,1,0.7777777777777778,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
37,6347,7,8,6,2,4,3,4,3,2,0,16,2,2,5,2,1,0,0,3.25,0,0.4642857142857143,0,7295.137931034483,7295.137931034483,0.8700315278480235,0,4,0.2857142857142857,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
38,11510,0,12,11,10,3,2,4,2,3,1,14,1,3,15,2,1,2,1,3.0,1,0.25,0,16033.55,16033.55,0.7178697169372972,0,1,0.8333333333333334,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
31,7143,1,11,11,9,3,3,4,3,2,1,14,0,2,7,4,1,4,0,3.0,0,0.25,0,7295.137931034483,7295.137931034483,0.9791452975292945,0,2,0.75,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
29,8268,1,7,7,7,4,2,2,1,3,1,14,2,2,10,1,1,1,1,2.5,1,0.3125,0,6924.2791411042945,6924.2791411042945,1.1940593138308122,0,0,0.875,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
35,8095,0,17,16,6,3,3,2,4,3,0,13,0,5,5,4,1,0,0,3.0,0,0.17647058823529413,0,7295.137931034483,7295.137931034483,1.1096431728264928,0,10,0.35294117647058826,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
23,2904,1,4,4,2,3,3,4,3,2,0,12,2,2,26,1,1,0,0,3.0,0,0.6,0,3239.972602739726,3239.972602739726,0.8963038753921477,0,2,0.4,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
41,6032,6,8,5,4,4,2,2,4,3,1,15,0,3,6,3,1,1,1,3.25,1,0.5416666666666666,0,7295.137931034483,7295.137931034483,0.8268520838158623,0,1,0.6666666666666666,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
47,2976,3,5,0,0,2,3,3,1,3,0,19,0,3,4,1,2,0,0,2.25,0,2.25,0,2626.0,2626.0,1.1332825590251332,0,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
42,15992,2,16,1,0,1,3,4,2,3,0,14,0,2,23,5,1,0,0,2.5,0,1.25,0,16033.55,16033.55,0.9974085589279978,0,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
29,4649,1,4,4,3,4,3,3,1,2,0,14,1,3,2,3,0,0,0,2.5,0,0.5,0,6924.2791411042945,6924.2791411042945,0.671405630140233,0,1,0.6,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
42,2696,0,4,3,2,3,3,3,3,3,1,11,1,5,2,1,1,1,0,3.0,0,0.75,0,4235.75,4235.75,0.6364870447972614,0,1,0.5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
32,2370,1,8,8,0,3,3,2,3,3,0,13,1,4,2,3,1,0,0,2.75,0,0.3055555555555556,0,3237.169884169884,3237.169884169884,0.7321209836992368,0,8,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
48,12504,3,15,0,0,1,3,3,2,1,0,21,1,3,29,1,1,0,1,1.75,0,1.75,0,17181.676470588234,16986.972972972973,0.7360934770364572,1,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
37,5974,4,13,7,7,3,4,1,1,3,1,13,2,2,6,3,1,6,-1,2.0,0,0.25,1,3239.972602739726,3239.972602739726,1.8438427519258578,0,0,0.875,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
30,4736,7,4,2,2,4,3,3,2,4,1,12,1,2,25,2,0,2,0,3.25,0,1.0833333333333333,0,6924.2791411042945,6924.2791411042945,0.6839701149374368,0,0,0.6666666666666666,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
26,5296,1,8,8,7,3,3,3,2,3,0,17,1,3,1,3,1,7,0,2.75,0,0.3055555555555556,0,6924.2791411042945,6924.2791411042945,0.7648449596090932,0,1,0.7777777777777778,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
42,6781,3,14,1,0,1,2,4,2,3,0,23,0,6,2,4,1,0,2,2.5,1,1.25,0,7528.763358778626,7528.763358778626,0.9006791257548659,0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
21,2174,1,3,3,2,1,2,2,3,3,1,11,0,3,1,1,2,1,1,2.25,0,0.5625,1,2626.0,2626.0,0.8278750952018279,1,1,0.5,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
36,6653,4,7,1,0,4,3,4,2,3,0,15,0,6,1,5,0,0,0,3.25,0,1.625,0,6924.2791411042945,6924.2791411042945,0.9608220385723747,0,1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
36,9699,4,16,13,9,1,2,4,1,3,0,11,1,2,3,4,2,1,1,2.25,0,0.16071428571428573,0,6924.2791411042945,6924.2791411042945,1.4007234258399912,0,4,0.6428571428571429,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
57,6755,2,15,3,2,4,3,3,3,3,0,11,0,2,1,4,1,1,0,3.25,0,0.8125,0,7528.763358778626,7528.763358778626,0.8972257033585191,0,1,0.5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
40,2213,3,10,7,7,4,4,3,3,3,1,13,1,3,10,4,1,1,-1,3.25,0,0.40625,0,3237.169884169884,3237.169884169884,0.6836218299267557,0,0,0.875,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
21,2610,1,3,3,2,1,3,4,3,2,0,24,0,3,9,2,0,2,1,2.5,1,0.625,0,2626.0,2626.0,0.993907083015994,0,1,0.5,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
33,2851,1,1,1,0,4,3,3,2,3,1,13,0,2,5,3,1,0,0,3.0,0,1.5,0,2626.0,2626.0,1.0856816450875857,0,1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
37,3452,6,17,5,4,3,3,1,2,3,0,20,1,3,10,3,1,0,1,2.25,0,0.375,0,3237.169884169884,3237.169884169884,1.0663635593796479,0,1,0.6666666666666666,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
46,5258,2,7,1,0,3,3,3,3,4,0,14,0,2,7,4,0,0,0,3.25,0,1.625,0,7295.137931034483,7295.137931034483,0.7207540213368375,0,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
41,9355,1,8,8,7,1,3,2,3,3,0,18,0,5,4,3,2,7,0,2.25,0,0.25,0,6924.2791411042945,6924.2791411042945,1.3510431641131166,0,1,0.7777777777777778,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
50,10496,6,20,4,3,4,2,4,4,3,0,15,0,2,10,3,1,1,1,3.75,1,0.75,0,7528.763358778626,7528.763358778626,1.3941200566174712,0,1,0.6,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
40,6380,2,8,6,4,3,2,3,1,3,1,12,2,6,22,2,1,1,1,2.5,1,0.35714285714285715,0,6924.2791411042945,6924.2791411042945,0.9213955517949423,0,2,0.5714285714285714,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
31,2657,0,3,2,2,3,2,2,4,3,1,16,0,5,9,4,1,2,1,3.0,1,1.0,0,3239.972602739726,3239.972602739726,0.8200686628501848,0,0,0.6666666666666666,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
21,2716,1,1,1,0,3,4,2,4,3,0,15,0,0,12,3,1,0,-1,3.0,0,1.5,0,2626.0,2626.0,1.0342726580350343,0,1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
29,2201,9,6,3,2,4,3,4,4,3,0,16,0,4,23,3,1,1,0,3.75,0,0.9375,0,3239.972602739726,3239.972602739726,0.6793267320034839,0,1,0.5,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
35,6540,9,10,1,1,3,2,2,3,3,0,19,0,5,9,4,1,0,1,2.75,1,1.375,0,7528.763358778626,7528.763358778626,0.8686685566194989,0,0,0.5,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
27,3816,1,5,5,2,4,3,2,2,3,0,11,1,2,1,2,1,0,0,2.75,0,0.4583333333333333,0,3237.169884169884,3237.169884169884,1.1788074572980116,0,3,0.3333333333333333,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
